Time [s],ID,Message,Signal Name,Signal Value
0.000000,0x21,Active_Fault_Latched_1,v_3p3RAWSupplyOutOfRange,0.56
0.000000,0x21,Active_Fault_Latched_1,v_3p3DACSupplyOutOfRange,0.14
0.000000,0x21,Active_Fault_Latched_1,ThermistorOutOfRange,0.06
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte3_bit4,0.44
0.000000,0x21,Active_Fault_Latched_1,v_1p25SupplyOutOfRange,0.61
0.000000,0x21,Active_Fault_Latched_1,BatteryHighFault,0.79
0.000000,0x21,Active_Fault_Latched_1,BatteryLowFault,0.11
0.000000,0x21,Active_Fault_Latched_1,FactoryAlignmentMode,0.85
0.000000,0x21,Active_Fault_Latched_1,HorizontalAlignmentOutOfRange,0.27
0.000000,0x21,Active_Fault_Latched_1,VerticalAlignmentOutOfRange,0.11
0.000000,0x21,Active_Fault_Latched_1,MicroprocessorTempHighFault,0.48
0.000000,0x21,Active_Fault_Latched_1,UnreasonableRadarData,0.99
0.000000,0x21,Active_Fault_Latched_1,AlignmentRoutineFailedFault,0.63
0.000000,0x21,Active_Fault_Latched_1,TransmitterTempHighFault,0.69
0.000000,0x21,Active_Fault_Latched_1,ECUTempHighFault,0.27
0.000000,0x21,Active_Fault_Latched_1,MNRBlocked,0.4
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte5_bit1,0.95
0.000000,0x21,Active_Fault_Latched_1,SidelobeBlockage,0.56
0.000000,0x21,Active_Fault_Latched_1,AnalogConverterDevicSPIFault,0.22
0.000000,0x21,Active_Fault_Latched_1,FreqSynthesizerSPIFault,0.83
0.000000,0x21,Active_Fault_Latched_1,XCVRDeviceSPIFault,0.96
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte5_bit6,0.97
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte5_bit7,0.52
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte6_bit0,0.6
0.000000,0x21,Active_Fault_Latched_1,TransmitterPowerFault,0.0
0.000000,0x21,Active_Fault_Latched_1,LocalOscPowerFault,0.88
0.000000,0x21,Active_Fault_Latched_1,SaturatedTuningFreqFault,0.07
0.000000,0x21,Active_Fault_Latched_1,TuningSensitivityFault,0.2
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte6_bit5,0.07
0.000000,0x21,Active_Fault_Latched_1,DSPOverrunFault,0.75
0.000000,0x21,Active_Fault_Latched_1,LoopBWOutOfRange,0.39
0.000000,0x21,Active_Fault_Latched_1,ARMtoHostChksumFault,0.54
0.000000,0x21,Active_Fault_Latched_1,HostToArmChksumFault,0.31
0.000000,0x21,Active_Fault_Latched_1,DSPtoArmChksumFault,0.32
0.000000,0x21,Active_Fault_Latched_1,ARMtoDSPChksumFault,0.55
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte7_bit4,0.31
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte7_bit5,0.36
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte7_bit6,0.43
0.000000,0x21,Active_Fault_Latched_1,Active_Flt_Latched_byte7_bit7,0.62
0.000000,0x1f4,XCP_MRR_DAQ_RESP,MRR_xcp_daq_resp_byte0,216.7
0.000000,0x1f4,XCP_MRR_DAQ_RESP,MRR_xcp_daq_resp_byte1,118.89
0.000000,0x1f4,XCP_MRR_DAQ_RESP,MRR_xcp_daq_resp_byte2,128.7
0.000000,0x1f4,XCP_MRR_DAQ_RESP,MRR_xcp_daq_resp_byte3,158.61
0.000000,0x1f4,XCP_MRR_DAQ_RESP,MRR_xcp_daq_resp_byte4,188.4
0.000000,0x1f4,XCP_MRR_DAQ_RESP,MRR_xcp_daq_resp_byte5,134.45
0.000000,0x1f4,XCP_MRR_DAQ_RESP,MRR_xcp_daq_resp_byte6,103.72
0.000000,0x1f4,XCP_MRR_DAQ_RESP,MRR_xcp_daq_resp_byte7,234.22
0.000000,0x1f3,XCP_MRR_DTO_RESP,MRR_xcp_dto_resp_byte0,57.69
0.000000,0x1f3,XCP_MRR_DTO_RESP,MRR_xcp_dto_resp_byte1,20.28
0.000000,0x1f3,XCP_MRR_DTO_RESP,MRR_xcp_dto_resp_byte2,73.11
0.000000,0x1f3,XCP_MRR_DTO_RESP,MRR_xcp_dto_resp_byte3,164.61
0.000000,0x1f3,XCP_MRR_DTO_RESP,MRR_xcp_dto_resp_byte4,209.89
0.000000,0x1f3,XCP_MRR_DTO_RESP,MRR_xcp_dto_resp_byte5,254.76
0.000000,0x1f3,XCP_MRR_DTO_RESP,MRR_xcp_dto_resp_byte6,49.11
0.000000,0x1f3,XCP_MRR_DTO_RESP,MRR_xcp_dto_resp_byte7,204.37
0.000000,0x1f1,XCP_MRR_CTO_RESP,MRR_xcp_cto_resp_byte0,18.09
0.000000,0x1f1,XCP_MRR_CTO_RESP,MRR_xcp_cto_resp_byte1,147.46
0.000000,0x1f1,XCP_MRR_CTO_RESP,MRR_xcp_cto_resp_byte2,74.01
0.000000,0x1f1,XCP_MRR_CTO_RESP,MRR_xcp_cto_resp_byte3,195.55
0.000000,0x1f1,XCP_MRR_CTO_RESP,MRR_xcp_cto_resp_byte4,87.93
0.000000,0x1f1,XCP_MRR_CTO_RESP,MRR_xcp_cto_resp_byte5,10.63
0.000000,0x1f1,XCP_MRR_CTO_RESP,MRR_xcp_cto_resp_byte6,42.7
0.000000,0x1f1,XCP_MRR_CTO_RESP,MRR_xcp_cto_resp_byte7,209.34
0.000000,0x76c,Ford_Diag_Resp_Phys,TesterPhysicalResCCM,1.202388317433388e+19
0.000000,0x105,MRR_Status_SerialNumber,CAN_SERIAL_NUMBER,336945547023.74
0.000000,0x105,MRR_Status_SerialNumber,CAN_SEQUENCE_NUMBER,56581.08
0.000000,0x108,MRR_Status_SwVersion,CAN_SW_Release_Revision,30.56
0.000000,0x108,MRR_Status_SwVersion,CAN_SW_Promote_Revision,195.01
0.000000,0x108,MRR_Status_SwVersion,CAN_SW_Field_Revision,64.93
0.000000,0x108,MRR_Status_SwVersion,CAN_PBL_Release_Revision,227.86
0.000000,0x108,MRR_Status_SwVersion,CAN_PBL_Promote_Revision,112.68
0.000000,0x108,MRR_Status_SwVersion,CAN_PBL_Field_Revision,203.2
0.000000,0x175,MRR_Header_SensorPosition,CAN_SENSOR_HANGLE_OFFSET,3.56
0.000000,0x175,MRR_Header_SensorPosition,CAN_SENSOR_LONG_OFFSET,629.88
0.000000,0x175,MRR_Header_SensorPosition,CAN_SENSOR_LAT_OFFSET,549.17
0.000000,0x175,MRR_Header_SensorPosition,CAN_SENSOR_POLARITY,0.51
0.000000,0x174,MRR_Header_SensorCoverage,CAN_RANGE_COVERAGE,114.24
0.000000,0x174,MRR_Header_SensorCoverage,CAN_DOPPLER_COVERAGE,106.82
0.000000,0x174,MRR_Header_SensorCoverage,CAN_SENSOR_FOV_HOR,122.83
0.000000,0x173,MRR_Header_AlignmentState,CAN_AUTO_ALIGN_HANGLE,0.09
0.000000,0x173,MRR_Header_AlignmentState,CAN_AUTO_ALIGN_HANGLE_QF,2.58
0.000000,0x173,MRR_Header_AlignmentState,CAN_AUTO_ALIGN_HANGLE_REF,0.02
0.000000,0x173,MRR_Header_AlignmentState,CAN_ALIGNMENT_STATE,1.36
0.000000,0x173,MRR_Header_AlignmentState,CAN_ALIGNMENT_STATUS,9.74
0.000000,0x171,MRR_Header_Timestamps,CAN_SENSOR_TIME_STAMP,378000026.89
0.000000,0x171,MRR_Header_Timestamps,CAN_DET_TIME_SINCE_MEAS,115.81
0.000000,0x170,MRR_Header_InformationDetections,CAN_LOOK_INDEX,60672.08
0.000000,0x170,MRR_Header_InformationDetections,CAN_LOOK_ID,1.04
0.000000,0x170,MRR_Header_InformationDetections,CAN_SCAN_INDEX,5848.01
0.000000,0x170,MRR_Header_InformationDetections,CAN_NUMBER_OF_DET,84.61
0.000000,0x170,MRR_Header_InformationDetections,CAN_ALIGN_UPDATES_DONE,53372.01
0.000000,0x109,MRR_Status_Temp_Volt,CAN_Processor_Temp1,79.97
0.000000,0x109,MRR_Status_Temp_Volt,CAN_3_3_V_DAC,15.84
0.000000,0x109,MRR_Status_Temp_Volt,CAN_Processor_Thermistor,123.06
0.000000,0x109,MRR_Status_Temp_Volt,CAN_3_3_V_RAW,8.51
0.000000,0x109,MRR_Status_Temp_Volt,CAN_MMIC_Temp1,195.37
0.000000,0x109,MRR_Status_Temp_Volt,CAN_5_V,15.64
0.000000,0x109,MRR_Status_Temp_Volt,CAN_1_25_V,7.46
0.000000,0x109,MRR_Status_Temp_Volt,CAN_BATT_VOLTS,9.0
0.000000,0x123,MRR_Detection_004,CAN_DET_AMPLITUDE_04,-56.07
0.000000,0x123,MRR_Detection_004,CAN_DET_VALID_LEVEL_04,0.41
0.000000,0x123,MRR_Detection_004,CAN_DET_RANGE_RATE_04,-111.04
0.000000,0x123,MRR_Detection_004,CAN_SCAN_INDEX_2LSB_04,2.47
0.000000,0x123,MRR_Detection_004,CAN_DET_RANGE_04,104.69
0.000000,0x123,MRR_Detection_004,CAN_DET_CONFID_AZIMUTH_04,2.73
0.000000,0x123,MRR_Detection_004,CAN_DET_AZIMUTH_04,-1.63
0.000000,0x123,MRR_Detection_004,CAN_DET_HOST_VEH_CLUTTER_04,0.06
0.000000,0x123,MRR_Detection_004,CAN_DET_ND_TARGET_04,0.12
0.000000,0x123,MRR_Detection_004,CAN_DET_SUPER_RES_TARGET_04,0.02
0.000000,0x15f,MRR_Detection_064,CAN_DET_AMPLITUDE_64,-38.0
0.000000,0x15f,MRR_Detection_064,CAN_DET_VALID_LEVEL_64,0.98
0.000000,0x15f,MRR_Detection_064,CAN_DET_RANGE_RATE_64,-24.21
0.000000,0x15f,MRR_Detection_064,CAN_SCAN_INDEX_2LSB_64,2.03
0.000000,0x15f,MRR_Detection_064,CAN_DET_RANGE_64,33.92
0.000000,0x15f,MRR_Detection_064,CAN_DET_CONFID_AZIMUTH_64,1.22
0.000000,0x15f,MRR_Detection_064,CAN_DET_AZIMUTH_64,0.72
0.000000,0x15f,MRR_Detection_064,CAN_DET_HOST_VEH_CLUTTER_64,0.37
0.000000,0x15f,MRR_Detection_064,CAN_DET_ND_TARGET_64,0.02
0.000000,0x15f,MRR_Detection_064,CAN_DET_SUPER_RES_TARGET_64,0.49
0.000000,0x15e,MRR_Detection_063,CAN_DET_AMPLITUDE_63,26.98
0.000000,0x15e,MRR_Detection_063,CAN_DET_VALID_LEVEL_63,1.0
0.000000,0x15e,MRR_Detection_063,CAN_DET_RANGE_RATE_63,-119.8
0.000000,0x15e,MRR_Detection_063,CAN_SCAN_INDEX_2LSB_63,1.46
0.000000,0x15e,MRR_Detection_063,CAN_DET_RANGE_63,193.67
0.000000,0x15e,MRR_Detection_063,CAN_DET_CONFID_AZIMUTH_63,1.26
0.000000,0x15e,MRR_Detection_063,CAN_DET_AZIMUTH_63,2.45
0.000000,0x15e,MRR_Detection_063,CAN_DET_HOST_VEH_CLUTTER_63,0.39
0.000000,0x15e,MRR_Detection_063,CAN_DET_ND_TARGET_63,0.97
0.000000,0x15e,MRR_Detection_063,CAN_DET_SUPER_RES_TARGET_63,0.07
0.000000,0x15d,MRR_Detection_062,CAN_DET_AMPLITUDE_62,-43.61
0.000000,0x15d,MRR_Detection_062,CAN_DET_VALID_LEVEL_62,0.28
0.000000,0x15d,MRR_Detection_062,CAN_DET_RANGE_RATE_62,53.77
0.000000,0x15d,MRR_Detection_062,CAN_SCAN_INDEX_2LSB_62,0.03
0.000000,0x15d,MRR_Detection_062,CAN_DET_RANGE_62,137.62
0.000000,0x15d,MRR_Detection_062,CAN_DET_CONFID_AZIMUTH_62,1.95
0.000000,0x15d,MRR_Detection_062,CAN_DET_AZIMUTH_62,-0.18
0.000000,0x15d,MRR_Detection_062,CAN_DET_HOST_VEH_CLUTTER_62,0.13
0.000000,0x15d,MRR_Detection_062,CAN_DET_ND_TARGET_62,0.16
0.000000,0x15d,MRR_Detection_062,CAN_DET_SUPER_RES_TARGET_62,0.67
0.000000,0x15c,MRR_Detection_061,CAN_DET_AMPLITUDE_61,-57.38
0.000000,0x15c,MRR_Detection_061,CAN_DET_VALID_LEVEL_61,0.22
0.000000,0x15c,MRR_Detection_061,CAN_DET_RANGE_RATE_61,-96.99
0.000000,0x15c,MRR_Detection_061,CAN_SCAN_INDEX_2LSB_61,1.31
0.000000,0x15c,MRR_Detection_061,CAN_DET_RANGE_61,53.54
0.000000,0x15c,MRR_Detection_061,CAN_DET_CONFID_AZIMUTH_61,1.97
0.000000,0x15c,MRR_Detection_061,CAN_DET_AZIMUTH_61,0.88
0.000000,0x15c,MRR_Detection_061,CAN_DET_HOST_VEH_CLUTTER_61,0.84
0.000000,0x15c,MRR_Detection_061,CAN_DET_ND_TARGET_61,0.82
0.000000,0x15c,MRR_Detection_061,CAN_DET_SUPER_RES_TARGET_61,0.47
0.000000,0x15b,MRR_Detection_060,CAN_DET_AMPLITUDE_60,-14.73
0.000000,0x15b,MRR_Detection_060,CAN_DET_VALID_LEVEL_60,0.49
0.000000,0x15b,MRR_Detection_060,CAN_DET_RANGE_RATE_60,111.09
0.000000,0x15b,MRR_Detection_060,CAN_SCAN_INDEX_2LSB_60,1.77
0.000000,0x15b,MRR_Detection_060,CAN_DET_RANGE_60,127.55
0.000000,0x15b,MRR_Detection_060,CAN_DET_CONFID_AZIMUTH_60,1.32
0.000000,0x15b,MRR_Detection_060,CAN_DET_AZIMUTH_60,0.19
0.000000,0x15b,MRR_Detection_060,CAN_DET_HOST_VEH_CLUTTER_60,0.47
0.000000,0x15b,MRR_Detection_060,CAN_DET_ND_TARGET_60,0.22
0.000000,0x15b,MRR_Detection_060,CAN_DET_SUPER_RES_TARGET_60,0.86
0.000000,0x15a,MRR_Detection_059,CAN_DET_AMPLITUDE_59,-54.88
0.000000,0x15a,MRR_Detection_059,CAN_DET_VALID_LEVEL_59,0.68
0.000000,0x15a,MRR_Detection_059,CAN_DET_RANGE_RATE_59,-84.77
0.000000,0x15a,MRR_Detection_059,CAN_SCAN_INDEX_2LSB_59,1.01
0.000000,0x15a,MRR_Detection_059,CAN_DET_RANGE_59,173.32
0.000000,0x15a,MRR_Detection_059,CAN_DET_CONFID_AZIMUTH_59,0.47
0.000000,0x15a,MRR_Detection_059,CAN_DET_AZIMUTH_59,-1.03
0.000000,0x15a,MRR_Detection_059,CAN_DET_HOST_VEH_CLUTTER_59,0.14
0.000000,0x15a,MRR_Detection_059,CAN_DET_ND_TARGET_59,0.2
0.000000,0x15a,MRR_Detection_059,CAN_DET_SUPER_RES_TARGET_59,0.03
0.000000,0x159,MRR_Detection_058,CAN_DET_AMPLITUDE_58,-12.74
0.000000,0x159,MRR_Detection_058,CAN_DET_VALID_LEVEL_58,0.4
0.000000,0x159,MRR_Detection_058,CAN_DET_RANGE_RATE_58,19.13
0.000000,0x159,MRR_Detection_058,CAN_SCAN_INDEX_2LSB_58,0.36
0.000000,0x159,MRR_Detection_058,CAN_DET_RANGE_58,99.42
0.000000,0x159,MRR_Detection_058,CAN_DET_CONFID_AZIMUTH_58,0.52
0.000000,0x159,MRR_Detection_058,CAN_DET_AZIMUTH_58,2.6
0.000000,0x159,MRR_Detection_058,CAN_DET_HOST_VEH_CLUTTER_58,0.33
0.000000,0x159,MRR_Detection_058,CAN_DET_ND_TARGET_58,0.57
0.000000,0x159,MRR_Detection_058,CAN_DET_SUPER_RES_TARGET_58,0.83
0.000000,0x158,MRR_Detection_057,CAN_DET_AMPLITUDE_57,12.69
0.000000,0x158,MRR_Detection_057,CAN_DET_VALID_LEVEL_57,0.48
0.000000,0x158,MRR_Detection_057,CAN_DET_RANGE_RATE_57,97.88
0.000000,0x158,MRR_Detection_057,CAN_SCAN_INDEX_2LSB_57,2.56
0.000000,0x158,MRR_Detection_057,CAN_DET_RANGE_57,72.08
0.000000,0x158,MRR_Detection_057,CAN_DET_CONFID_AZIMUTH_57,2.59
0.000000,0x158,MRR_Detection_057,CAN_DET_AZIMUTH_57,2.04
0.000000,0x158,MRR_Detection_057,CAN_DET_HOST_VEH_CLUTTER_57,0.97
0.000000,0x158,MRR_Detection_057,CAN_DET_ND_TARGET_57,0.06
0.000000,0x158,MRR_Detection_057,CAN_DET_SUPER_RES_TARGET_57,0.13
0.000000,0x157,MRR_Detection_056,CAN_DET_AMPLITUDE_56,-7.98
0.000000,0x157,MRR_Detection_056,CAN_DET_VALID_LEVEL_56,0.08
0.000000,0x157,MRR_Detection_056,CAN_DET_RANGE_RATE_56,124.31
0.000000,0x157,MRR_Detection_056,CAN_SCAN_INDEX_2LSB_56,1.3
0.000000,0x157,MRR_Detection_056,CAN_DET_RANGE_56,237.01
0.000000,0x157,MRR_Detection_056,CAN_DET_CONFID_AZIMUTH_56,0.88
0.000000,0x157,MRR_Detection_056,CAN_DET_AZIMUTH_56,-0.7
0.000000,0x157,MRR_Detection_056,CAN_DET_HOST_VEH_CLUTTER_56,0.01
0.000000,0x157,MRR_Detection_056,CAN_DET_ND_TARGET_56,0.51
0.000000,0x157,MRR_Detection_056,CAN_DET_SUPER_RES_TARGET_56,0.62
0.000000,0x156,MRR_Detection_055,CAN_DET_AMPLITUDE_55,29.28
0.000000,0x156,MRR_Detection_055,CAN_DET_VALID_LEVEL_55,0.34
0.000000,0x156,MRR_Detection_055,CAN_DET_RANGE_RATE_55,78.14
0.000000,0x156,MRR_Detection_055,CAN_SCAN_INDEX_2LSB_55,0.88
0.000000,0x156,MRR_Detection_055,CAN_DET_RANGE_55,99.46
0.000000,0x156,MRR_Detection_055,CAN_DET_CONFID_AZIMUTH_55,1.28
0.000000,0x156,MRR_Detection_055,CAN_DET_AZIMUTH_55,2.28
0.000000,0x156,MRR_Detection_055,CAN_DET_HOST_VEH_CLUTTER_55,0.57
0.000000,0x156,MRR_Detection_055,CAN_DET_ND_TARGET_55,0.9
0.000000,0x156,MRR_Detection_055,CAN_DET_SUPER_RES_TARGET_55,0.3
0.000000,0x14f,MRR_Detection_048,CAN_DET_AMPLITUDE_48,-42.41
0.000000,0x14f,MRR_Detection_048,CAN_DET_VALID_LEVEL_48,0.28
0.000000,0x14f,MRR_Detection_048,CAN_DET_RANGE_RATE_48,105.33
0.000000,0x14f,MRR_Detection_048,CAN_SCAN_INDEX_2LSB_48,1.71
0.000000,0x14f,MRR_Detection_048,CAN_DET_RANGE_48,226.07
0.000000,0x14f,MRR_Detection_048,CAN_DET_CONFID_AZIMUTH_48,0.33
0.000000,0x14f,MRR_Detection_048,CAN_DET_AZIMUTH_48,0.75
0.000000,0x14f,MRR_Detection_048,CAN_DET_HOST_VEH_CLUTTER_48,0.91
0.000000,0x14f,MRR_Detection_048,CAN_DET_ND_TARGET_48,0.34
0.000000,0x14f,MRR_Detection_048,CAN_DET_SUPER_RES_TARGET_48,0.39
0.000000,0x14e,MRR_Detection_047,CAN_DET_AMPLITUDE_47,19.52
0.000000,0x14e,MRR_Detection_047,CAN_DET_VALID_LEVEL_47,0.62
0.000000,0x14e,MRR_Detection_047,CAN_DET_RANGE_RATE_47,116.02
0.000000,0x14e,MRR_Detection_047,CAN_SCAN_INDEX_2LSB_47,1.02
0.000000,0x14e,MRR_Detection_047,CAN_DET_RANGE_47,190.76
0.000000,0x14e,MRR_Detection_047,CAN_DET_CONFID_AZIMUTH_47,2.99
0.000000,0x14e,MRR_Detection_047,CAN_DET_AZIMUTH_47,2.41
0.000000,0x14e,MRR_Detection_047,CAN_DET_HOST_VEH_CLUTTER_47,0.72
0.000000,0x14e,MRR_Detection_047,CAN_DET_ND_TARGET_47,0.82
0.000000,0x14e,MRR_Detection_047,CAN_DET_SUPER_RES_TARGET_47,0.86
0.000000,0x14d,MRR_Detection_046,CAN_DET_AMPLITUDE_46,-2.46
0.000000,0x14d,MRR_Detection_046,CAN_DET_VALID_LEVEL_46,0.61
0.000000,0x14d,MRR_Detection_046,CAN_DET_RANGE_RATE_46,110.45
0.000000,0x14d,MRR_Detection_046,CAN_SCAN_INDEX_2LSB_46,0.17
0.000000,0x14d,MRR_Detection_046,CAN_DET_RANGE_46,252.14
0.000000,0x14d,MRR_Detection_046,CAN_DET_CONFID_AZIMUTH_46,0.99
0.000000,0x14d,MRR_Detection_046,CAN_DET_AZIMUTH_46,1.86
0.000000,0x14d,MRR_Detection_046,CAN_DET_HOST_VEH_CLUTTER_46,0.97
0.000000,0x14d,MRR_Detection_046,CAN_DET_ND_TARGET_46,0.55
0.000000,0x14d,MRR_Detection_046,CAN_DET_SUPER_RES_TARGET_46,0.32
0.000000,0x14c,MRR_Detection_045,CAN_DET_AMPLITUDE_45,-61.26
0.000000,0x14c,MRR_Detection_045,CAN_DET_VALID_LEVEL_45,0.59
0.000000,0x14c,MRR_Detection_045,CAN_DET_RANGE_RATE_45,-43.83
0.000000,0x14c,MRR_Detection_045,CAN_SCAN_INDEX_2LSB_45,2.38
0.000000,0x14c,MRR_Detection_045,CAN_DET_RANGE_45,251.65
0.000000,0x14c,MRR_Detection_045,CAN_DET_CONFID_AZIMUTH_45,0.12
0.000000,0x14c,MRR_Detection_045,CAN_DET_AZIMUTH_45,-0.71
0.000000,0x14c,MRR_Detection_045,CAN_DET_HOST_VEH_CLUTTER_45,0.72
0.000000,0x14c,MRR_Detection_045,CAN_DET_ND_TARGET_45,0.82
0.000000,0x14c,MRR_Detection_045,CAN_DET_SUPER_RES_TARGET_45,0.23
0.000000,0x14b,MRR_Detection_044,CAN_DET_AMPLITUDE_44,-58.92
0.000000,0x14b,MRR_Detection_044,CAN_DET_VALID_LEVEL_44,0.38
0.000000,0x14b,MRR_Detection_044,CAN_DET_RANGE_RATE_44,117.79
0.000000,0x14b,MRR_Detection_044,CAN_SCAN_INDEX_2LSB_44,0.01
0.000000,0x14b,MRR_Detection_044,CAN_DET_RANGE_44,131.52
0.000000,0x14b,MRR_Detection_044,CAN_DET_CONFID_AZIMUTH_44,2.21
0.000000,0x14b,MRR_Detection_044,CAN_DET_AZIMUTH_44,2.48
0.000000,0x14b,MRR_Detection_044,CAN_DET_HOST_VEH_CLUTTER_44,0.31
0.000000,0x14b,MRR_Detection_044,CAN_DET_ND_TARGET_44,0.64
0.000000,0x14b,MRR_Detection_044,CAN_DET_SUPER_RES_TARGET_44,0.25
0.000000,0x14a,MRR_Detection_043,CAN_DET_AMPLITUDE_43,1.26
0.000000,0x14a,MRR_Detection_043,CAN_DET_VALID_LEVEL_43,0.25
0.000000,0x14a,MRR_Detection_043,CAN_DET_RANGE_RATE_43,67.28
0.000000,0x14a,MRR_Detection_043,CAN_SCAN_INDEX_2LSB_43,0.87
0.000000,0x14a,MRR_Detection_043,CAN_DET_RANGE_43,131.13
0.000000,0x14a,MRR_Detection_043,CAN_DET_CONFID_AZIMUTH_43,2.04
0.000000,0x14a,MRR_Detection_043,CAN_DET_AZIMUTH_43,2.91
0.000000,0x14a,MRR_Detection_043,CAN_DET_HOST_VEH_CLUTTER_43,0.93
0.000000,0x14a,MRR_Detection_043,CAN_DET_ND_TARGET_43,0.67
0.000000,0x14a,MRR_Detection_043,CAN_DET_SUPER_RES_TARGET_43,0.06
0.000000,0x149,MRR_Detection_042,CAN_DET_AMPLITUDE_42,-62.16
0.000000,0x149,MRR_Detection_042,CAN_DET_VALID_LEVEL_42,0.85
0.000000,0x149,MRR_Detection_042,CAN_DET_RANGE_RATE_42,-40.55
0.000000,0x149,MRR_Detection_042,CAN_SCAN_INDEX_2LSB_42,1.77
0.000000,0x149,MRR_Detection_042,CAN_DET_RANGE_42,33.14
0.000000,0x149,MRR_Detection_042,CAN_DET_CONFID_AZIMUTH_42,1.51
0.000000,0x149,MRR_Detection_042,CAN_DET_AZIMUTH_42,-2.94
0.000000,0x149,MRR_Detection_042,CAN_DET_HOST_VEH_CLUTTER_42,0.94
0.000000,0x149,MRR_Detection_042,CAN_DET_ND_TARGET_42,0.9
0.000000,0x149,MRR_Detection_042,CAN_DET_SUPER_RES_TARGET_42,0.24
0.000000,0x148,MRR_Detection_041,CAN_DET_AMPLITUDE_41,0.72
0.000000,0x148,MRR_Detection_041,CAN_DET_VALID_LEVEL_41,0.91
0.000000,0x148,MRR_Detection_041,CAN_DET_RANGE_RATE_41,-127.78
0.000000,0x148,MRR_Detection_041,CAN_SCAN_INDEX_2LSB_41,0.86
0.000000,0x148,MRR_Detection_041,CAN_DET_RANGE_41,73.54
0.000000,0x148,MRR_Detection_041,CAN_DET_CONFID_AZIMUTH_41,1.77
0.000000,0x148,MRR_Detection_041,CAN_DET_AZIMUTH_41,2.07
0.000000,0x148,MRR_Detection_041,CAN_DET_HOST_VEH_CLUTTER_41,0.24
0.000000,0x148,MRR_Detection_041,CAN_DET_ND_TARGET_41,0.55
0.000000,0x148,MRR_Detection_041,CAN_DET_SUPER_RES_TARGET_41,0.71
0.000000,0x147,MRR_Detection_040,CAN_DET_AMPLITUDE_40,23.87
0.000000,0x147,MRR_Detection_040,CAN_DET_VALID_LEVEL_40,0.96
0.000000,0x147,MRR_Detection_040,CAN_DET_RANGE_RATE_40,-16.87
0.000000,0x147,MRR_Detection_040,CAN_SCAN_INDEX_2LSB_40,2.76
0.000000,0x147,MRR_Detection_040,CAN_DET_RANGE_40,107.21
